Order_ID,Order_Date,Customer_ID,Product_ID,Product_Name,Category,Region,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Order_Status,Payment_Status
ORD10020,03-01-2025,CUST1047,PROD013,Air Fryer,Home & Kitchen,South,3,9500,0,28500,16500,12000,Completed,Paid
ORD10021,03-01-2025,CUST1406,PROD011,Leather Formal Shoes,Footwear,East,2,6500,0,13000,6000,7000,Cancelled,Failed
ORD10022,03-01-2025,CUST1271,PROD005,Office Chair,Furniture,Central,3,15000,0,45000,27000,18000,Pending,Pending
ORD10023,03-01-2025,CUST1350,PROD009,Denim Jeans,Apparel,West,2,2800,0,5600,2400,3200,Completed,Paid
ORD10024,03-01-2025,CUST1223,PROD003,Wireless Headphones,Electronics,East,1,6000,600,5400,3500,1900,Pending,Paid
ORD10025,03-01-2025,CUST1257,PROD013,Air Fryer,Home & Kitchen,North,2,9500,0,19000,11000,8000,Pending,Paid
ORD10026,03-01-2025,CUST1431,PROD011,Leather Formal Shoes,Footwear,Central,2,6500,0,13000,6000,7000,Completed,Paid
ORD10027,04-01-2025,CUST1399,PROD009,Denim Jeans,Apparel,South,2,2800,280,5320,2400,2920,Completed,Paid
ORD10028,04-01-2025,CUST1186,PROD014,Backpack,Accessories,West,1,2200,0,2200,900,1300,Cancelled,Refunded
ORD10029,04-01-2025,CUST1044,PROD012,Coffee Maker,Home & Kitchen,East,3,7500,3375,19125,12000,7125,Cancelled,Refunded
ORD10030,04-01-2025,CUST1066,PROD011,Leather Formal Shoes,Footwear,East,4,6500,0,26000,12000,14000,Cancelled,Failed
ORD10031,04-01-2025,CUST1109,PROD009,Denim Jeans,Apparel,North,2,2800,0,5600,2400,3200,Pending,Paid
ORD10032,04-01-2025,CUST1225,PROD009,Denim Jeans,Apparel,East,1,2800,0,2800,1200,1600,Completed,Paid
ORD10033,04-01-2025,CUST1011,PROD010,Running Shoes,Footwear,Central,1,5500,0,5500,2500,3000,Completed,Paid
ORD10034,04-01-2025,CUST1363,PROD011,Leather Formal Shoes,Footwear,South,1,6500,975,5525,3000,2525,Completed,Paid
ORD10035,04-01-2025,CUST1037,PROD009,Denim Jeans,Apparel,North,1,2800,140,2660,1200,1460,Cancelled,Refunded
ORD10036,04-01-2025,CUST1371,PROD010,Running Shoes,Footwear,Central,1,5500,550,4950,2500,2450,Completed,Paid
ORD10037,04-01-2025,CUST1098,PROD002,Smartphone,Electronics,South,2,32000,0,64000,44000,20000,Completed,Paid
ORD10038,04-01-2025,CUST1240,PROD014,Backpack,Accessories,South,2,2200,660,3740,1800,1940,Completed,Paid
ORD10039,05-01-2025,CUST1207,PROD012,Coffee Maker,Home & Kitchen,West,3,7500,0,22500,12000,10500,Completed,Paid
ORD10040,05-01-2025,CUST1098,PROD009,Denim Jeans,Apparel,East,1,2800,0,2800,1200,1600,Completed,Paid
ORD10041,05-01-2025,CUST1128,PROD014,Backpack,Accessories,South,1,2200,220,1980,900,1080,Cancelled,Refunded
ORD10042,05-01-2025,CUST1026,PROD011,Leather Formal Shoes,Footwear,Central,3,6500,2925,16575,9000,7575,Completed,Paid
ORD10043,05-01-2025,CUST1086,PROD007,Bookshelf,Furniture,East,1,8500,850,7650,5000,2650,Completed,Paid
ORD10044,05-01-2025,CUST1085,PROD007,Bookshelf,Furniture,South,5,8500,0,42500,25000,17500,Completed,Paid
ORD10045,05-01-2025,CUST1147,PROD007,Bookshelf,Furniture,Central,2,8500,850,16150,10000,6150,Completed,Paid
ORD10046,05-01-2025,CUST1152,PROD004,Smart Watch,Electronics,South,2,14000,1400,26600,16000,10600,Pending,Paid
ORD10047,06-01-2025,CUST1026,PROD010,Running Shoes,Footwear,East,2,5500,1100,9900,5000,4900,Completed,Paid
ORD10048,06-01-2025,CUST1030,PROD009,Denim Jeans,Apparel,South,3,2800,0,8400,3600,4800,Completed,Paid
ORD10049,06-01-2025,CUST1346,PROD014,Backpack,Accessories,North,1,2200,330,1870,900,970,Cancelled,Refunded
ORD10050,06-01-2025,CUST1297,PROD010,Running Shoes,Footwear,South,2,5500,0,11000,5000,6000,Cancelled,Failed
ORD10051,07-01-2025,CUST1105,PROD011,Leather Formal Shoes,Footwear,West,1,6500,0,6500,3000,3500,Pending,Paid
ORD10052,07-01-2025,CUST1235,PROD006,Standing Desk,Furniture,South,1,22000,1100,20900,14000,6900,Cancelled,Refunded
ORD10053,07-01-2025,CUST1038,PROD009,Denim Jeans,Apparel,North,2,2800,0,5600,2400,3200,Completed,Paid
ORD10054,07-01-2025,CUST1036,PROD004,Smart Watch,Electronics,West,1,14000,0,14000,8000,6000,Cancelled,Failed
ORD10055,07-01-2025,CUST1314,PROD013,Air Fryer,Home & Kitchen,Central,1,9500,950,8550,5500,3050,Completed,Paid
ORD10056,07-01-2025,CUST1340,PROD002,Smartphone,Electronics,North,1,32000,3200,28800,22000,6800,Pending,Pending
ORD10057,08-01-2025,CUST1145,PROD010,Running Shoes,Footwear,North,2,5500,0,11000,5000,6000,Pending,Paid
ORD10058,08-01-2025,CUST1259,PROD008,Cotton T-Shirt Pack,Apparel,West,3,1500,450,4050,1800,2250,Completed,Paid
ORD10059,08-01-2025,CUST1325,PROD007,Bookshelf,Furniture,West,1,8500,0,8500,5000,3500,Completed,Paid
ORD10060,08-01-2025,CUST1327,PROD005,Office Chair,Furniture,North,2,15000,1500,28500,18000,10500,Completed,Paid
ORD10061,08-01-2025,CUST1288,PROD001,Laptop,Electronics,South,1,50000,5000,45000,35000,10000,Completed,Paid
ORD10062,08-01-2025,CUST1280,PROD001,Laptop,Electronics,West,2,50000,0,100000,70000,30000,Completed,Paid
ORD10063,09-01-2025,CUST1158,PROD006,Standing Desk,Furniture,South,3,22000,0,66000,42000,24000,Completed,Paid
ORD10064,09-01-2025,CUST1342,PROD002,Smartphone,Electronics,West,2,32000,6400,57600,44000,13600,Completed,Paid
ORD10065,09-01-2025,CUST1318,PROD012,Coffee Maker,Home & Kitchen,North,4,7500,0,30000,16000,14000,Completed,Paid
ORD10066,09-01-2025,CUST1410,PROD013,Air Fryer,Home & Kitchen,North,3,9500,0,28500,16500,12000,Pending,Paid
ORD10067,10-01-2025,CUST1411,PROD011,Leather Formal Shoes,Footwear,North,1,6500,650,5850,3000,2850,Completed,Paid
ORD10068,10-01-2025,CUST1196,PROD014,Backpack,Accessories,South,3,2200,0,6600,2700,3900,Completed,Paid
ORD10069,10-01-2025,CUST1180,PROD005,Office Chair,Furniture,North,1,15000,750,14250,9000,5250,Completed,Paid
ORD10070,10-01-2025,CUST1169,PROD005,Office Chair,Furniture,South,4,15000,0,60000,36000,24000,Pending,Paid
ORD10071,10-01-2025,CUST1348,PROD014,Backpack,Accessories,Central,1,2200,0,2200,900,1300,Completed,Paid
ORD10072,10-01-2025,CUST1092,PROD010,Running Shoes,Footwear,West,1,5500,275,5225,2500,2725,Completed,Paid
ORD10073,10-01-2025,CUST1374,PROD013,Air Fryer,Home & Kitchen,West,1,9500,1425,8075,5500,2575,Completed,Paid
ORD10074,10-01-2025,CUST1198,PROD010,Running Shoes,Footwear,North,1,5500,550,4950,2500,2450,Completed,Paid
ORD10075,10-01-2025,CUST1267,PROD013,Air Fryer,Home & Kitchen,Central,2,9500,2850,16150,11000,5150,Pending,Pending
ORD10076,10-01-2025,CUST1187,PROD007,Bookshelf,Furniture,South,4,8500,5100,28900,20000,8900,Cancelled,Failed
ORD10077,10-01-2025,CUST1340,PROD014,Backpack,Accessories,South,2,2200,0,4400,1800,2600,Completed,Paid
ORD10078,11-01-2025,CUST1210,PROD006,Standing Desk,Furniture,East,2,22000,2200,41800,28000,13800,Completed,Paid
ORD10079,11-01-2025,CUST1216,PROD011,Leather Formal Shoes,Footwear,East,2,6500,1950,11050,6000,5050,Cancelled,Failed
ORD10080,11-01-2025,CUST1208,PROD009,Denim Jeans,Apparel,South,1,2800,0,2800,1200,1600,Cancelled,Failed
ORD10081,11-01-2025,CUST1239,PROD008,Cotton T-Shirt Pack,Apparel,East,2,1500,150,2850,1200,1650,Pending,Pending
ORD10082,11-01-2025,CUST1338,PROD002,Smartphone,Electronics,West,2,32000,3200,60800,44000,16800,Completed,Paid
ORD10083,11-01-2025,CUST1048,PROD014,Backpack,Accessories,North,2,2200,0,4400,1800,2600,Completed,Paid
ORD10084,11-01-2025,CUST1076,PROD001,Laptop,Electronics,South,1,50000,2500,47500,35000,12500,Completed,Paid
ORD10085,11-01-2025,CUST1234,PROD007,Bookshelf,Furniture,Central,1,8500,425,8075,5000,3075,Completed,Paid
ORD10086,11-01-2025,CUST1205,PROD004,Smart Watch,Electronics,North,2,14000,0,28000,16000,12000,Completed,Paid
ORD10087,11-01-2025,CUST1399,PROD007,Bookshelf,Furniture,North,1,8500,1275,7225,5000,2225,Cancelled,Failed
ORD10088,11-01-2025,CUST1026,PROD009,Denim Jeans,Apparel,North,3,2800,0,8400,3600,4800,Completed,Paid
ORD10089,11-01-2025,CUST1411,PROD008,Cotton T-Shirt Pack,Apparel,Central,5,1500,375,7125,3000,4125,Completed,Paid
ORD10090,11-01-2025,CUST1314,PROD014,Backpack,Accessories,Central,1,2200,330,1870,900,970,Completed,Paid
ORD10091,12-01-2025,CUST1381,PROD014,Backpack,Accessories,East,1,2200,220,1980,900,1080,Pending,Paid
ORD10092,12-01-2025,CUST1393,PROD013,Air Fryer,Home & Kitchen,Central,1,9500,0,9500,5500,4000,Completed,Paid
ORD10093,12-01-2025,CUST1040,PROD012,Coffee Maker,Home & Kitchen,West,1,7500,0,7500,4000,3500,Cancelled,Refunded
ORD10094,12-01-2025,CUST1071,PROD003,Wireless Headphones,Electronics,North,1,6000,0,6000,3500,2500,Completed,Paid
ORD10095,12-01-2025,CUST1033,PROD007,Bookshelf,Furniture,East,1,8500,425,8075,5000,3075,Completed,Paid
ORD10096,12-01-2025,CUST1106,PROD014,Backpack,Accessories,East,1,2200,220,1980,900,1080,Pending,Pending
ORD10097,12-01-2025,CUST1439,PROD013,Air Fryer,Home & Kitchen,Central,1,9500,0,9500,5500,4000,Completed,Paid
ORD10098,12-01-2025,CUST1153,PROD013,Air Fryer,Home & Kitchen,East,3,9500,4275,24225,16500,7725,Completed,Paid
ORD10099,12-01-2025,CUST1276,PROD012,Coffee Maker,Home & Kitchen,Central,2,7500,1500,13500,8000,5500,Completed,Paid
ORD10100,13-01-2025,CUST1140,PROD007,Bookshelf,Furniture,East,1,8500,0,8500,5000,3500,Pending,Paid
ORD10101,13-01-2025,CUST1371,PROD003,Wireless Headphones,Electronics,East,3,6000,2700,15300,10500,4800,Cancelled,Refunded
ORD10102,13-01-2025,CUST1202,PROD010,Running Shoes,Footwear,Central,2,5500,0,11000,5000,6000,Completed,Paid
ORD10103,13-01-2025,CUST1070,PROD014,Backpack,Accessories,East,1,2200,0,2200,900,1300,Completed,Paid
ORD10104,13-01-2025,CUST1109,PROD008,Cotton T-Shirt Pack,Apparel,West,1,1500,150,1350,600,750,Completed,Paid
ORD10105,14-01-2025,CUST1130,PROD014,Backpack,Accessories,South,1,2200,220,1980,900,1080,Completed,Paid
ORD10106,14-01-2025,CUST1180,PROD004,Smart Watch,Electronics,South,2,14000,1400,26600,16000,10600,Completed,Paid
ORD10107,14-01-2025,CUST1127,PROD004,Smart Watch,Electronics,South,2,14000,0,28000,16000,12000,Completed,Paid
ORD10108,14-01-2025,CUST1343,PROD002,Smartphone,Electronics,Central,4,32000,6400,121600,88000,33600,Completed,Paid
ORD10109,14-01-2025,CUST1393,PROD006,Standing Desk,Furniture,North,2,22000,6600,37400,28000,9400,Pending,Pending
ORD10110,14-01-2025,CUST1399,PROD014,Backpack,Accessories,North,4,2200,0,8800,3600,5200,Completed,Paid
ORD10111,14-01-2025,CUST1160,PROD010,Running Shoes,Footwear,East,1,5500,550,4950,2500,2450,Completed,Paid
ORD10112,15-01-2025,CUST1354,PROD014,Backpack,Accessories,North,1,2200,220,1980,900,1080,Pending,Pending
ORD10113,15-01-2025,CUST1408,PROD010,Running Shoes,Footwear,South,1,5500,0,5500,2500,3000,Completed,Paid
ORD10114,15-01-2025,CUST1036,PROD009,Denim Jeans,Apparel,West,1,2800,0,2800,1200,1600,Completed,Paid
ORD10115,15-01-2025,CUST1055,PROD007,Bookshelf,Furniture,West,2,8500,1700,15300,10000,5300,Pending,Pending
ORD10116,15-01-2025,CUST1223,PROD003,Wireless Headphones,Electronics,Central,4,6000,0,24000,14000,10000,Cancelled,Failed
ORD10117,15-01-2025,CUST1239,PROD007,Bookshelf,Furniture,Central,1,8500,850,7650,5000,2650,Completed,Paid
ORD10118,15-01-2025,CUST1143,PROD008,Cotton T-Shirt Pack,Apparel,North,2,1500,150,2850,1200,1650,Pending,Paid
ORD10119,15-01-2025,CUST1173,PROD001,Laptop,Electronics,East,3,50000,0,150000,105000,45000,Completed,Paid
ORD10120,16-01-2025,CUST1409,PROD005,Office Chair,Furniture,West,1,15000,750,14250,9000,5250,Completed,Paid
ORD10121,16-01-2025,CUST1285,PROD001,Laptop,Electronics,Central,4,50000,0,200000,140000,60000,Pending,Paid
ORD10122,16-01-2025,CUST1251,PROD009,Denim Jeans,Apparel,North,2,2800,280,5320,2400,2920,Completed,Paid
ORD10123,16-01-2025,CUST1230,PROD013,Air Fryer,Home & Kitchen,South,1,9500,0,9500,5500,4000,Pending,Pending
ORD10124,16-01-2025,CUST1157,PROD011,Leather Formal Shoes,Footwear,Central,1,6500,325,6175,3000,3175,Completed,Paid
ORD10125,16-01-2025,CUST1218,PROD012,Coffee Maker,Home & Kitchen,Central,1,7500,750,6750,4000,2750,Completed,Paid
ORD10126,17-01-2025,CUST1129,PROD004,Smart Watch,Electronics,South,2,14000,0,28000,16000,12000,Pending,Pending
ORD10127,17-01-2025,CUST1099,PROD004,Smart Watch,Electronics,East,1,14000,700,13300,8000,5300,Cancelled,Failed
ORD10128,17-01-2025,CUST1052,PROD014,Backpack,Accessories,North,1,2200,0,2200,900,1300,Completed,Paid
ORD10129,17-01-2025,CUST1008,PROD012,Coffee Maker,Home & Kitchen,Central,1,7500,0,7500,4000,3500,Completed,Paid
ORD10130,17-01-2025,CUST1284,PROD005,Office Chair,Furniture,North,2,15000,3000,27000,18000,9000,Completed,Paid
ORD10131,17-01-2025,CUST1447,PROD001,Laptop,Electronics,Central,1,50000,2500,47500,35000,12500,Completed,Paid
ORD10132,17-01-2025,CUST1095,PROD001,Laptop,Electronics,West,4,50000,10000,190000,140000,50000,Completed,Paid
ORD10133,17-01-2025,CUST1206,PROD008,Cotton T-Shirt Pack,Apparel,South,2,1500,150,2850,1200,1650,Completed,Paid
ORD10134,17-01-2025,CUST1077,PROD013,Air Fryer,Home & Kitchen,Central,4,9500,0,38000,22000,16000,Completed,Paid
ORD10135,17-01-2025,CUST1061,PROD009,Denim Jeans,Apparel,East,2,2800,560,5040,2400,2640,Completed,Paid
ORD10136,18-01-2025,CUST1195,PROD008,Cotton T-Shirt Pack,Apparel,East,1,1500,75,1425,600,825,Completed,Paid
ORD10137,18-01-2025,CUST1157,PROD010,Running Shoes,Footwear,Central,1,5500,825,4675,2500,2175,Completed,Paid
ORD10138,18-01-2025,CUST1391,PROD004,Smart Watch,Electronics,North,1,14000,0,14000,8000,6000,Completed,Paid
ORD10139,18-01-2025,CUST1089,PROD009,Denim Jeans,Apparel,South,1,2800,0,2800,1200,1600,Pending,Paid
ORD10140,18-01-2025,CUST1150,PROD001,Laptop,Electronics,North,1,50000,0,50000,35000,15000,Completed,Paid
ORD10141,18-01-2025,CUST1037,PROD011,Leather Formal Shoes,Footwear,North,4,6500,2600,23400,12000,11400,Pending,Pending
ORD10142,18-01-2025,CUST1218,PROD002,Smartphone,Electronics,Central,1,32000,0,32000,22000,10000,Completed,Paid
ORD10143,18-01-2025,CUST1424,PROD003,Wireless Headphones,Electronics,South,1,6000,600,5400,3500,1900,Cancelled,Failed
ORD10144,18-01-2025,CUST1225,PROD002,Smartphone,Electronics,East,2,32000,3200,60800,44000,16800,Completed,Paid
ORD10145,18-01-2025,CUST1257,PROD009,Denim Jeans,Apparel,East,1,2800,140,2660,1200,1460,Completed,Paid
ORD10146,18-01-2025,CUST1377,PROD006,Standing Desk,Furniture,Central,1,22000,0,22000,14000,8000,Pending,Pending
ORD10147,18-01-2025,CUST1392,PROD011,Leather Formal Shoes,Footwear,West,2,6500,1300,11700,6000,5700,Completed,Paid
ORD10148,19-01-2025,CUST1266,PROD011,Leather Formal Shoes,Footwear,East,3,6500,0,19500,9000,10500,Cancelled,Failed
ORD10149,19-01-2025,CUST1326,PROD014,Backpack,Accessories,East,4,2200,440,8360,3600,4760,Completed,Paid
ORD10150,19-01-2025,CUST1171,PROD006,Standing Desk,Furniture,South,3,22000,0,66000,42000,24000,Pending,Paid
ORD10151,19-01-2025,CUST1148,PROD011,Leather Formal Shoes,Footwear,East,3,6500,975,18525,9000,9525,Completed,Paid
ORD10152,19-01-2025,CUST1046,PROD006,Standing Desk,Furniture,West,1,22000,3300,18700,14000,4700,Completed,Paid
ORD10153,19-01-2025,CUST1443,PROD009,Denim Jeans,Apparel,South,2,2800,280,5320,2400,2920,Completed,Paid
ORD10154,19-01-2025,CUST1028,PROD004,Smart Watch,Electronics,Central,1,14000,1400,12600,8000,4600,Pending,Paid
ORD10155,19-01-2025,CUST1390,PROD001,Laptop,Electronics,North,1,50000,0,50000,35000,15000,Completed,Paid
ORD10156,19-01-2025,CUST1225,PROD012,Coffee Maker,Home & Kitchen,East,1,7500,1125,6375,4000,2375,Cancelled,Refunded
ORD10157,19-01-2025,CUST1364,PROD003,Wireless Headphones,Electronics,West,2,6000,600,11400,7000,4400,Completed,Paid
ORD10158,19-01-2025,CUST1116,PROD014,Backpack,Accessories,South,1,2200,0,2200,900,1300,Completed,Paid
ORD10159,20-01-2025,CUST1367,PROD005,Office Chair,Furniture,Central,2,15000,0,30000,18000,12000,Completed,Paid
ORD10160,20-01-2025,CUST1242,PROD004,Smart Watch,Electronics,East,2,14000,0,28000,16000,12000,Cancelled,Refunded
ORD10161,20-01-2025,CUST1443,PROD002,Smartphone,Electronics,West,2,32000,6400,57600,44000,13600,Completed,Paid
ORD10162,20-01-2025,CUST1404,PROD009,Denim Jeans,Apparel,West,3,2800,0,8400,3600,4800,Completed,Paid
ORD10163,20-01-2025,CUST1429,PROD010,Running Shoes,Footwear,Central,5,5500,1375,26125,12500,13625,Completed,Paid
ORD10164,20-01-2025,CUST1229,PROD009,Denim Jeans,Apparel,East,1,2800,140,2660,1200,1460,Cancelled,Failed
ORD10165,20-01-2025,CUST1234,PROD006,Standing Desk,Furniture,North,5,22000,0,110000,70000,40000,Completed,Paid
ORD10166,21-01-2025,CUST1439,PROD013,Air Fryer,Home & Kitchen,East,1,9500,950,8550,5500,3050,Pending,Paid
ORD10167,21-01-2025,CUST1198,PROD011,Leather Formal Shoes,Footwear,North,1,6500,0,6500,3000,3500,Cancelled,Failed
ORD10168,21-01-2025,CUST1446,PROD002,Smartphone,Electronics,East,1,32000,4800,27200,22000,5200,Completed,Paid
ORD10169,21-01-2025,CUST1370,PROD003,Wireless Headphones,Electronics,East,3,6000,2700,15300,10500,4800,Completed,Paid
ORD10170,21-01-2025,CUST1241,PROD013,Air Fryer,Home & Kitchen,West,1,9500,475,9025,5500,3525,Pending,Pending
ORD10171,22-01-2025,CUST1437,PROD011,Leather Formal Shoes,Footwear,Central,1,6500,0,6500,3000,3500,Pending,Paid
ORD10172,22-01-2025,CUST1447,PROD009,Denim Jeans,Apparel,South,2,2800,0,5600,2400,3200,Pending,Paid
ORD10173,22-01-2025,CUST1117,PROD012,Coffee Maker,Home & Kitchen,South,1,7500,0,7500,4000,3500,Pending,Pending
ORD10174,22-01-2025,CUST1228,PROD003,Wireless Headphones,Electronics,West,3,6000,0,18000,10500,7500,Completed,Paid
ORD10175,22-01-2025,CUST1151,PROD006,Standing Desk,Furniture,West,1,22000,0,22000,14000,8000,Completed,Paid
ORD10176,22-01-2025,CUST1290,PROD011,Leather Formal Shoes,Footwear,North,1,6500,0,6500,3000,3500,Completed,Paid
ORD10177,23-01-2025,CUST1350,PROD004,Smart Watch,Electronics,East,3,14000,0,42000,24000,18000,Completed,Paid
ORD10178,23-01-2025,CUST1327,PROD005,Office Chair,Furniture,East,1,15000,0,15000,9000,6000,Completed,Paid
ORD10179,23-01-2025,CUST1148,PROD011,Leather Formal Shoes,Footwear,Central,1,6500,0,6500,3000,3500,Completed,Paid
ORD10180,23-01-2025,CUST1301,PROD005,Office Chair,Furniture,East,2,15000,1500,28500,18000,10500,Completed,Paid
ORD10181,23-01-2025,CUST1102,PROD007,Bookshelf,Furniture,East,1,8500,0,8500,5000,3500,Completed,Paid
ORD10182,23-01-2025,CUST1295,PROD005,Office Chair,Furniture,West,1,15000,1500,13500,9000,4500,Completed,Paid
ORD10183,23-01-2025,CUST1141,PROD001,Laptop,Electronics,Central,3,50000,15000,135000,105000,30000,Completed,Paid
ORD10184,23-01-2025,CUST1311,PROD012,Coffee Maker,Home & Kitchen,East,3,7500,3375,19125,12000,7125,Completed,Paid
ORD10185,24-01-2025,CUST1411,PROD006,Standing Desk,Furniture,North,2,22000,2200,41800,28000,13800,Pending,Pending
ORD10186,24-01-2025,CUST1322,PROD002,Smartphone,Electronics,South,1,32000,0,32000,22000,10000,Cancelled,Failed
ORD10187,24-01-2025,CUST1375,PROD003,Wireless Headphones,Electronics,South,3,6000,0,18000,10500,7500,Completed,Paid
ORD10188,24-01-2025,CUST1090,PROD004,Smart Watch,Electronics,North,2,14000,2800,25200,16000,9200,Completed,Paid
ORD10189,24-01-2025,CUST1272,PROD009,Denim Jeans,Apparel,West,3,2800,0,8400,3600,4800,Completed,Paid
ORD10190,24-01-2025,CUST1413,PROD005,Office Chair,Furniture,West,3,15000,2250,42750,27000,15750,Completed,Paid
ORD10191,24-01-2025,CUST1073,PROD013,Air Fryer,Home & Kitchen,North,3,9500,2850,25650,16500,9150,Completed,Paid
ORD10192,24-01-2025,CUST1434,PROD013,Air Fryer,Home & Kitchen,Central,1,9500,950,8550,5500,3050,Completed,Paid
ORD10193,24-01-2025,CUST1136,PROD009,Denim Jeans,Apparel,South,1,2800,140,2660,1200,1460,Pending,Paid
ORD10194,24-01-2025,CUST1300,PROD007,Bookshelf,Furniture,West,1,8500,0,8500,5000,3500,Completed,Paid
ORD10195,24-01-2025,CUST1318,PROD009,Denim Jeans,Apparel,West,3,2800,0,8400,3600,4800,Completed,Paid
ORD10196,24-01-2025,CUST1326,PROD014,Backpack,Accessories,East,3,2200,0,6600,2700,3900,Completed,Paid
ORD10197,25-01-2025,CUST1072,PROD001,Laptop,Electronics,South,1,50000,2500,47500,35000,12500,Completed,Paid
ORD10198,25-01-2025,CUST1121,PROD009,Denim Jeans,Apparel,North,1,2800,0,2800,1200,1600,Pending,Paid
ORD10199,25-01-2025,CUST1301,PROD012,Coffee Maker,Home & Kitchen,North,3,7500,1125,21375,12000,9375,Completed,Paid
ORD10200,25-01-2025,CUST1316,PROD007,Bookshelf,Furniture,West,1,8500,0,8500,5000,3500,Completed,Paid
ORD10201,25-01-2025,CUST1228,PROD004,Smart Watch,Electronics,West,1,14000,700,13300,8000,5300,Cancelled,Failed
ORD10202,25-01-2025,CUST1032,PROD007,Bookshelf,Furniture,West,1,8500,0,8500,5000,3500,Completed,Paid
ORD10203,25-01-2025,CUST1047,PROD011,Leather Formal Shoes,Footwear,North,2,6500,650,12350,6000,6350,Completed,Paid
ORD10204,25-01-2025,CUST1026,PROD013,Air Fryer,Home & Kitchen,West,1,9500,0,9500,5500,4000,Cancelled,Refunded
ORD10205,26-01-2025,CUST1425,PROD013,Air Fryer,Home & Kitchen,Central,1,9500,0,9500,5500,4000,Completed,Paid
ORD10206,26-01-2025,CUST1169,PROD013,Air Fryer,Home & Kitchen,North,2,9500,950,18050,11000,7050,Completed,Paid
ORD10207,26-01-2025,CUST1440,PROD003,Wireless Headphones,Electronics,North,2,6000,1200,10800,7000,3800,Completed,Paid
ORD10208,26-01-2025,CUST1339,PROD014,Backpack,Accessories,South,1,2200,0,2200,900,1300,Completed,Paid
ORD10209,26-01-2025,CUST1302,PROD006,Standing Desk,Furniture,South,1,22000,0,22000,14000,8000,Pending,Paid
ORD10210,26-01-2025,CUST1270,PROD002,Smartphone,Electronics,South,1,32000,3200,28800,22000,6800,Cancelled,Refunded
ORD10211,26-01-2025,CUST1232,PROD009,Denim Jeans,Apparel,North,4,2800,0,11200,4800,6400,Pending,Paid
ORD10212,26-01-2025,CUST1235,PROD011,Leather Formal Shoes,Footwear,South,1,6500,325,6175,3000,3175,Completed,Paid
ORD10213,27-01-2025,CUST1352,PROD002,Smartphone,Electronics,East,2,32000,0,64000,44000,20000,Completed,Paid
ORD10214,27-01-2025,CUST1165,PROD010,Running Shoes,Footwear,North,1,5500,0,5500,2500,3000,Pending,Paid
ORD10215,27-01-2025,CUST1196,PROD010,Running Shoes,Footwear,Central,1,5500,275,5225,2500,2725,Completed,Paid
ORD10216,27-01-2025,CUST1051,PROD013,Air Fryer,Home & Kitchen,South,3,9500,1425,27075,16500,10575,Cancelled,Refunded
ORD10217,27-01-2025,CUST1221,PROD008,Cotton T-Shirt Pack,Apparel,North,1,1500,150,1350,600,750,Completed,Paid
